#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: CapGuyDemo.png (988 x 1028)
# $TexturePacker:SmartUpdate:e83a3847988829d9030aa268a298dc3e:ac7608d1f04ab193bff21724566c15eb:1a29484f10f40756034a0cb4556342aa$
#

Background;1;2;2;768;1022;1022;768;0.5;0.5
capguy/turn/0001;0;841;487;86;153;104;165;0.5;0.5065359477124183
capguy/turn/0002;0;841;487;86;153;104;165;0.5;0.5065359477124183
capguy/turn/0003;0;772;806;73;155;104;165;0.4657534246575342;0.5193548387096775
capguy/turn/0004;0;772;806;73;155;104;165;0.4657534246575342;0.5193548387096775
capguy/turn/0005;0;918;798;65;157;104;165;0.5846153846153846;0.5254777070063694
capguy/turn/0006;0;918;798;65;157;104;165;0.5846153846153846;0.5254777070063694
capguy/turn/0007;0;772;487;67;158;104;165;0.746268656716418;0.5221518987341772
capguy/turn/0008;0;772;487;67;158;104;165;0.746268656716418;0.5221518987341772
capguy/turn/0009;0;920;642;66;152;104;165;0.7121212121212122;0.5032894736842105
capguy/turn/0010;0;920;642;66;152;104;165;0.7121212121212122;0.5032894736842105
capguy/turn/0011;0;857;2;77;155;104;165;0.6753246753246753;0.5193548387096775
capguy/turn/0012;0;857;2;77;155;104;165;0.6753246753246753;0.5193548387096775
capguy/walk/0001;0;772;165;81;159;94;162;0.49382716049382713;0.5031446540880503
capguy/walk/0002;0;772;165;81;159;94;162;0.49382716049382713;0.5031446540880503
capguy/walk/0003;0;849;326;85;153;94;162;0.5529411764705883;0.5098039215686274
capguy/walk/0004;0;849;326;85;153;94;162;0.5529411764705883;0.5098039215686274
capguy/walk/0005;0;855;165;78;155;94;162;0.44871794871794873;0.5225806451612903
capguy/walk/0006;0;855;165;78;155;94;162;0.44871794871794873;0.5225806451612903
capguy/walk/0007;0;845;642;73;154;94;162;0.3698630136986301;0.525974025974026
capguy/walk/0008;0;845;642;73;154;94;162;0.3698630136986301;0.525974025974026
capguy/walk/0009;0;772;647;71;157;94;162;0.43661971830985913;0.5095541401273885
capguy/walk/0010;0;772;647;71;157;94;162;0.43661971830985913;0.5095541401273885
capguy/walk/0011;0;847;798;69;157;94;162;0.4782608695652174;0.4968152866242038
capguy/walk/0012;0;847;798;69;157;94;162;0.4782608695652174;0.4968152866242038
capguy/walk/0013;0;772;326;75;159;94;162;0.4266666666666667;0.5094339622641509
capguy/walk/0014;0;772;326;75;159;94;162;0.4266666666666667;0.5094339622641509
capguy/walk/0015;0;772;2;83;161;94;162;0.4457831325301205;0.5031055900621118
capguy/walk/0016;0;772;2;83;161;94;162;0.4457831325301205;0.5031055900621118
