#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# http://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: CapGuyDemo.png (772 x 1260)
# $TexturePacker:SmartUpdate:2044216056b85e7707659a24b50ece03:ac7608d1f04ab193bff21724566c15eb:1a29484f10f40756034a0cb4556342aa$
#

Background;1;2;2;768;1022;1022;768;0.5;0.5
capguy/turn/0001;0;612;1026;84;151;104;165;0.5;0.5066225165562914
capguy/turn/0002;0;612;1026;84;151;104;165;0.5;0.5066225165562914
capguy/turn/0003;1;160;1186;153;72;104;165;0.4722222222222222;0.5196078431372549
capguy/turn/0004;1;160;1186;153;72;104;165;0.4722222222222222;0.5196078431372549
capguy/turn/0005;0;312;1026;64;157;104;165;0.59375;0.5254777070063694
capguy/turn/0006;0;312;1026;64;157;104;165;0.59375;0.5254777070063694
capguy/turn/0007;0;244;1026;66;157;104;165;0.7575757575757576;0.5254777070063694
capguy/turn/0008;0;244;1026;66;157;104;165;0.7575757575757576;0.5254777070063694
capguy/turn/0009;0;698;1026;64;151;104;165;0.71875;0.5066225165562914
capguy/turn/0010;0;698;1026;64;151;104;165;0.71875;0.5066225165562914
capguy/turn/0011;1;469;1182;153;76;104;165;0.6842105263157895;0.5196078431372549
capguy/turn/0012;1;469;1182;153;76;104;165;0.6842105263157895;0.5196078431372549
capguy/walk/0001;0;86;1026;80;158;94;162;0.5;0.5063291139240507
capguy/walk/0002;0;86;1026;80;158;94;162;0.5;0.5063291139240507
capguy/walk/0003;0;526;1026;84;152;94;162;0.5595238095238095;0.5131578947368421
capguy/walk/0004;0;526;1026;84;152;94;162;0.5595238095238095;0.5131578947368421
capguy/walk/0005;0;448;1026;76;154;94;162;0.4473684210526316;0.525974025974026
capguy/walk/0006;0;448;1026;76;154;94;162;0.4473684210526316;0.525974025974026
capguy/walk/0007;1;315;1185;152;72;94;162;0.375;0.5263157894736842
capguy/walk/0008;1;315;1185;152;72;94;162;0.375;0.5263157894736842
capguy/walk/0009;1;2;1188;156;70;94;162;0.44285714285714284;0.5128205128205128
capguy/walk/0010;1;2;1188;156;70;94;162;0.44285714285714284;0.5128205128205128
capguy/walk/0011;0;378;1026;68;156;94;162;0.4852941176470588;0.5
capguy/walk/0012;0;378;1026;68;156;94;162;0.4852941176470588;0.5
capguy/walk/0013;0;168;1026;74;158;94;162;0.43243243243243246;0.5126582278481012
capguy/walk/0014;0;168;1026;74;158;94;162;0.43243243243243246;0.5126582278481012
capguy/walk/0015;0;2;1026;82;160;94;162;0.45121951219512196;0.50625
capguy/walk/0016;0;2;1026;82;160;94;162;0.45121951219512196;0.50625
